"lang"	"left_context"	"center"	"right_context"	"title"
"669"	"ukr"	" Вважаю Обвинувачення Осьмака Кирила Івановича вважати доведеним"	""	""	"[[Дело К. И. Осьмака: документы] (1928-1930) | [Справа К. І. Осьмака: документи] (Н. Осьмак, 2010)]"
"670"	"rus"	" Бросит в воду белый камень или раковину и прикажет Ныряй"	"доставай"	""	"[Александр Беляев. Человек-амфибия (1928) | О. Р. Бєляєв. Людина-амфібія (Л. Є. Вовчик, 1957)]"
"671"	"ukr"	" Кине у воду білий камінь або черепашку і накаже Пірнай діставай"	""	""	"[Александр Беляев. Человек-амфибия (1928) | О. Р. Бєляєв. Людина-амфібія (Л. Є. Вовчик, 1957)]"
"672"	"rus"	" Не"	"достанешь"	" выпорет линем или плетью и бросит в воду как собачонку"	"[Александр Беляев. Человек-амфибия (1928) | О. Р. Бєляєв. Людина-амфібія (Л. Є. Вовчик, 1957)]"
"673"	"ukr"	" Не дістанеш відшмагає лінем чи батогом і кине у воду мов цуценя"	""	""	"[Александр Беляев. Человек-амфибия (1928) | О. Р. Бєляєв. Людина-амфібія (Л. Є. Вовчик, 1957)]"
"674"	"rus"	" Но вот до его сознания"	"доносившийся"	" какой-то звук далеко с океана"	"[Александр Беляев. Человек-амфибия (1928) | О. Р. Бєляєв. Людина-амфібія (Л. Є. Вовчик, 1957)]"
"675"	"ukr"	" Та ось до його свідомості дійшов якийсь звук що долинав здалеку з океану"	""	""	"[Александр Беляев. Человек-амфибия (1928) | О. Р. Бєляєв. Людина-амфібія (Л. Є. Вовчик, 1957)]"
"676"	"rus"	" Все эти слухи передаваемые из уст в уста"	"достигли"	" Буэнос-Айреса"	"[Александр Беляев. Человек-амфибия (1928) | О. Р. Бєляєв. Людина-амфібія (Л. Є. Вовчик, 1957)]"
"677"	"ukr"	" Усі ці чутки що передавалися з уст в уста дійшли до Буенос-Айреса"	""	""	"[Александр Беляев. Человек-амфибия (1928) | О. Р. Бєляєв. Людина-амфібія (Л. Є. Вовчик, 1957)]"
"678"	"rus"	" По крайней мере один утопающий уверял что когда он уже погружался в воду кто-то подхватил его снизу за спину и так поддерживая"	"доплыл"	" до берега скрывшись в волнах прибоя в тот миг когда спасенный ступил на песок"	"[Александр Беляев. Человек-амфибия (1928) | О. Р. Бєляєв. Людина-амфібія (Л. Є. Вовчик, 1957)]"
"679"	"ukr"	" Принаймні один потопаючий запевняв що коли він вже поринав у воду хтось підхопив його знизу за спину і так підтримуючи доплив до берега сховавшись у хвилях прибою в ту мить коли врятований ступив на пісок"	""	""	"[Александр Беляев. Человек-амфибия (1928) | О. Р. Бєляєв. Людина-амфібія (Л. Є. Вовчик, 1957)]"
"680"	"rus"	" Начальник полиции опубликовал официальное сообщение о том что никакого дьявола не существует что все это лишь выдумки невежественных людей которые уже задержаны и понесут должное наказание и убеждал рыбаков не"	"доверять"	" слухам и взяться за лов рыбы"	"[Александр Беляев. Человек-амфибия (1928) | О. Р. Бєляєв. Людина-амфібія (Л. Є. Вовчик, 1957)]"
"681"	"ukr"	" Начальник поліції опублікував офіційне повідомлення про те що ніякого диявола нема що все це тільки вигадки темних людей які вже затримані і будуть належним чином покарані і переконував рибалок не вірити чуткам і взятися ловити рибу"	""	""	"[Александр Беляев. Человек-амфибия (1928) | О. Р. Бєляєв. Людина-амфібія (Л. Є. Вовчик, 1957)]"
"682"	"rus"	" Но ученые все же не могли"	"допустить"	" чтобы такое существо могло поступать разумно"	"[Александр Беляев. Человек-амфибия (1928) | О. Р. Бєляєв. Людина-амфібія (Л. Є. Вовчик, 1957)]"
"683"	"ukr"	" Але вчені все ж не могли припустити що така істота могла поводитись розумно"	""	""	"[Александр Беляев. Человек-амфибия (1928) | О. Р. Бєляєв. Людина-амфібія (Л. Є. Вовчик, 1957)]"
"684"	"rus"	" Обливая себе голову теплой водой он услышал испуганные крики"	"доносившиеся"	" с палубы"	"[Александр Беляев. Человек-амфибия (1928) | О. Р. Бєляєв. Людина-амфібія (Л. Є. Вовчик, 1957)]"
"685"	"ukr"	" Обливаючи собі голову теплою водою він почув перелякані крики що долинали з палуби"	""	""	"[Александр Беляев. Человек-амфибия (1928) | О. Р. Бєляєв. Людина-амфібія (Л. Є. Вовчик, 1957)]"
"686"	"rus"	" Арауканец не боится никого сказал он акула меня не"	"доела"	" подавится и дьявол старыми костями"	"[Александр Беляев. Человек-амфибия (1928) | О. Р. Бєляєв. Людина-амфібія (Л. Є. Вовчик, 1957)]"
"687"	"ukr"	" Арауканець не боїться нікого сказав він Акула мене не доїла вдавиться і диявол старими кістками"	""	""	"[Александр Беляев. Человек-амфибия (1928) | О. Р. Бєляєв. Людина-амфібія (Л. Є. Вовчик, 1957)]"
"688"	"rus"	" В несколько взмахов индеец"	"доплыл"	" до лодки выловил плавающее весло и влез в лодку"	"[Александр Беляев. Человек-амфибия (1928) | О. Р. Бєляєв. Людина-амфібія (Л. Є. Вовчик, 1957)]"
"689"	"ukr"	" Махнувши кілька разів руками індіанець доплив до човна виловив з води весло і вліз у човен"	""	""	"[Александр Беляев. Человек-амфибия (1928) | О. Р. Бєляєв. Людина-амфібія (Л. Є. Вовчик, 1957)]"
"690"	"rus"	" Его рост"	"доходил"	" до ста восьмидесяти пяти сантиметров и с такой высоты ему легко и удобно было относиться к теще с некоторым пренебрежением"	"[И. А. Ильф, Е. П. Петров. Двенадцать стульев (1927) | Ілля Ільф, Євген Петров. Дванадцять стільців (М. Пилинська, Ю. Мокрієв, 1989)]"
"691"	"ukr"	" Його зріст сягав ста вісімдесяти п'яти сантиметрів і з такої висоти йому легко і зручно було ставитися до тещі з деякою зневагою"	""	""	"[И. А. Ильф, Е. П. Петров. Двенадцать стульев (1927) | Ілля Ільф, Євген Петров. Дванадцять стільців (М. Пилинська, Ю. Мокрієв, 1989)]"
"692"	"rus"	" Девица прыснула Дело было на мази Ипполит Матвеевич с ловкостью фокусника принялся за работу Записал старушечьим почерком имена новобрачных в толстые книги строго"	"допросил"	" свидетелей за которыми невеста сбегала во двор долго и нежно дышал на квадратные штампы и привстав оттискивал их на потрепанных паспортах"	"[И. А. Ильф, Е. П. Петров. Двенадцать стульев (1927) | Ілля Ільф, Євген Петров. Дванадцять стільців (М. Пилинська, Ю. Мокрієв, 1989)]"
"693"	"ukr"	" Дівчина пирснула Справу було налагоджено Іполит Матвійович із спритністю фокусника взявся до праці Записав баб'ячим почерком імена молодих у велетенські книги строго допитав свідків по яких наречена бігала в двір довго і ніжно дихав на квадратні штампи і підвівшись одбивав їх на потертих паспортах"	""	""	"[И. А. Ильф, Е. П. Петров. Двенадцать стульев (1927) | Ілля Ільф, Євген Петров. Дванадцять стільців (М. Пилинська, Ю. Мокрієв, 1989)]"
"694"	"rus"	" Ипполит Матвеевич поморщился и ускорил шаг Можно в кредит"	"добавил"	" Безенчук Трое же владельцев Нимфы ничего не говорили"	"[И. А. Ильф, Е. П. Петров. Двенадцать стульев (1927) | Ілля Ільф, Євген Петров. Дванадцять стільців (М. Пилинська, Ю. Мокрієв, 1989)]"
"695"	"ukr"	" Іполит Матвійович поморщився і прискорив ходу Можна в кредит додав Безенчук А троє власників Німфи не говорили нічого"	""	""	"[И. А. Ильф, Е. П. Петров. Двенадцать стульев (1927) | Ілля Ільф, Євген Петров. Дванадцять стільців (М. Пилинська, Ю. Мокрієв, 1989)]"
"696"	"rus"	" И повторяя явно чужие слова понравившиеся ей своей значительностью"	"добавила"	""	"[И. А. Ильф, Е. П. Петров. Двенадцать стульев (1927) | Ілля Ільф, Євген Петров. Дванадцять стільців (М. Пилинська, Ю. Мокрієв, 1989)]"
"697"	"ukr"	" І повторюючи явно чужі слова що сподобались їй своєю значущістю додала"	""	""	"[И. А. Ильф, Е. П. Петров. Двенадцать стульев (1927) | Ілля Ільф, Євген Петров. Дванадцять стільців (М. Пилинська, Ю. Мокрієв, 1989)]"
"698"	"rus"	" Современная наука говорил Андрей Иванович"	"дошла"	" до невозможного"	"[И. А. Ильф, Е. П. Петров. Двенадцать стульев (1927) | Ілля Ільф, Євген Петров. Дванадцять стільців (М. Пилинська, Ю. Мокрієв, 1989)]"
"699"	"ukr"	" Сучасна наука говорив Андрій Іванович дійшла неможливого"	""	""	"[И. А. Ильф, Е. П. Петров. Двенадцать стульев (1927) | Ілля Ільф, Євген Петров. Дванадцять стільців (М. Пилинська, Ю. Мокрієв, 1989)]"
"700"	"rus"	" Раньше до заражения крови"	"доходило"	" а теперь в Москве говорят не знаю правда это или неправда на каждого клиента отдельная стерилизованная кисточка полагается"	"[И. А. Ильф, Е. П. Петров. Двенадцать стульев (1927) | Ілля Ільф, Євген Петров. Дванадцять стільців (М. Пилинська, Ю. Мокрієв, 1989)]"
"701"	"ukr"	" Колись до зараження крові доходило а тепер у Москві кажуть не знаю чи правда цьому чи ні на кожного клієнта окремий стерилізований помазок"	""	""	"[И. А. Ильф, Е. П. Петров. Двенадцать стульев (1927) | Ілля Ільф, Євген Петров. Дванадцять стільців (М. Пилинська, Ю. Мокрієв, 1989)]"
"702"	"rus"	" Разговор принимал горячие формы и черт знает до чего"	"дошел"	" бы если б в конце Осыпной улицы не показался Ипполит Матвеевич"	"[И. А. Ильф, Е. П. Петров. Двенадцать стульев (1927) | Ілля Ільф, Євген Петров. Дванадцять стільців (М. Пилинська, Ю. Мокрієв, 1989)]"
"703"	"ukr"	" Розмова набирала запальних форм і чорт зна до чого дійшла б якби кінець Осипної вулиці не показався Іполит Матвійович"	""	""	"[И. А. Ильф, Е. П. Петров. Двенадцать стульев (1927) | Ілля Ільф, Євген Петров. Дванадцять стільців (М. Пилинська, Ю. Мокрієв, 1989)]"
"704"	"rus"	" А больше ничего не скажут и строго"	"добавил"	""	"[И. А. Ильф, Е. П. Петров. Двенадцать стульев (1927) | Ілля Ільф, Євген Петров. Дванадцять стільців (М. Пилинська, Ю. Мокрієв, 1989)]"
"705"	"ukr"	" А більше нічого не скажуть і строго додав"	""	""	"[И. А. Ильф, Е. П. Петров. Двенадцать стульев (1927) | Ілля Ільф, Євген Петров. Дванадцять стільців (М. Пилинська, Ю. Мокрієв, 1989)]"
"706"	"rus"	" Исповедав умирающую Клавдию Ивановну священник церкви Фрола и Лавра отец Федор Востриков вышел из дома Воробьянинова в полном ажиотаже и всю дорогу до своей квартиры прошел рассеянно глядя по сторонам и смущенно улыбаясь К концу дороги рассеянность его"	"дошла"	" до такой степени что он чуть было не угодил под уисполкомовский автомобиль Гос No 1"	"[И. А. Ильф, Е. П. Петров. Двенадцать стульев (1927) | Ілля Ільф, Євген Петров. Дванадцять стільців (М. Пилинська, Ю. Мокрієв, 1989)]"
"707"	"ukr"	" Висповідавши Клавдію Іванівну перед смертю священик церкви Фрола і Лавра панотець Федір Востриков вийшов з дому Вороб'янінова в повному ажіотажі і всю дорогу до своєї квартири пройшов неуважно дивлячись увсебіч і ніяково усміхаючись Під кінець дороги неуважність його дійшла такої міри що він ледве не потрапив під повітвиконкомівський автомобіль Держ 1"	""	""	"[И. А. Ильф, Е. П. Петров. Двенадцать стульев (1927) | Ілля Ільф, Євген Петров. Дванадцять стільців (М. Пилинська, Ю. Мокрієв, 1989)]"
"708"	"rus"	" Терзаемый видением больших заводских барабанов наматывающих толстые восковые канаты отец Федор изобретал различные проекты осуществление которых должно было"	"доставить"	" ему основной и оборотный капиталы для покупки давно присмотренного в Самаре заводика"	"[И. А. Ильф, Е. П. Петров. Двенадцать стульев (1927) | Ілля Ільф, Євген Петров. Дванадцять стільців (М. Пилинська, Ю. Мокрієв, 1989)]"
"709"	"ukr"	" Панотця Федора мучили видіння великих заводських барабанів що намотують товсті воскові канати і він вигадував всілякі проекти здійснення яких мало дати йому основний і оборотний капітали для купівлі давно облюбованого в Самарі заводика"	""	""	"[И. А. Ильф, Е. П. Петров. Двенадцать стульев (1927) | Ілля Ільф, Євген Петров. Дванадцять стільців (М. Пилинська, Ю. Мокрієв, 1989)]"
"710"	"rus"	" Побежал он"	"домой"	" взял новые и пошел заклеивать афиши конкурента собственноручно"	"[Аркадий Аверченко. Прага (1922-1925) | А. Т. Аверченко. Прага]"
"711"	"ukr"	" Побіг він додому узяв нові і пішов заклеювати афіші конкурента власноручно"	""	""	"[Аркадий Аверченко. Прага (1922-1925) | А. Т. Аверченко. Прага]"
"712"	"rus"	" Побежал первый"	"домой"	" за свежими афишами и давай восстанавливать свои нарушенные права"	"[Аркадий Аверченко. Прага (1922-1925) | А. Т. Аверченко. Прага]"
"713"	"ukr"	" Побіг перший додому за свіжими афішами і давай відновлювати свої порушені права"	""	""	"[Аркадий Аверченко. Прага (1922-1925) | А. Т. Аверченко. Прага]"
"714"	"rus"	" Теперь прибавилось еще другое преступление не открытое и не наказанное когда мы зашли за угол я все-таки озираясь по сторонам"	"дочитал"	" газету на улице"	"[Аркадий Аверченко. Прага (1922-1925) | А. Т. Аверченко. Прага]"
"715"	"ukr"	" Тепер додався ще інший злочин не відкритий і не покараний коли ми зайшли за кут я все-таки озираючись по сторонам дочитав газету на вулиці"	""	""	"[Аркадий Аверченко. Прага (1922-1925) | А. Т. Аверченко. Прага]"
"716"	"rus"	" Я взял палочку скатил ею ежа в свою шляпу и понес"	"домой"	""	"[М. М. Пришвин. Ёж (1924) | Михайло Пришвин. Їжак (М. Шумило, 1950-1982)]"
"717"	"ukr"	" Я взяв паличку скотив нею їжака в свій капелюх і поніс додому"	""	""	"[М. М. Пришвин. Ёж (1924) | Михайло Пришвин. Їжак (М. Шумило, 1950-1982)]"
"718"	"rus"	" В одно из его редких возвращений"	"домой"	" он не увидел как всегда еще издали на пороге дома свою жену Мери всплескивающую руками а затем бегущую навстречу до потери дыхания"	"[Александр Грин. Алые паруса (1922) | Олександр Грін. Червоні вітрила (Леонід Кононович, 2007)]"
"719"	"ukr"	" Під час одного з його нечастих повернень додому він не побачив як завжди ще здаля на порозі домівки своєї дружини Мері що вдарялася руками в поли а потім бігла назустріч до втрати подиху"	""	""	"[Александр Грин. Алые паруса (1922) | Олександр Грін. Червоні вітрила (Леонід Кононович, 2007)]"
"720"	"rus"	" Она прибавила что Меннерс соглашался дать денег но требовал за это любви Мери ничего не"	"добилась"	" У нас в доме нет даже крошки съестного сказала она соседке"	"[Александр Грин. Алые паруса (1922) | Олександр Грін. Червоні вітрила (Леонід Кононович, 2007)]"
"721"	"ukr"	" Вона додала що Меннерс погодився дати гроші та вимагав за це кохання Мері нічого не домоглася В нас у домівці немає навіть крихти їжі сказала вона сусідці"	""	""	"[Александр Грин. Алые паруса (1922) | Олександр Грін. Червоні вітрила (Леонід Кононович, 2007)]"
"722"	"rus"	" Этим способом Лонгрен"	"добывал"	" столько чтобы жить в рамках умеренной экономии"	"[Александр Грин. Алые паруса (1922) | Олександр Грін. Червоні вітрила (Леонід Кононович, 2007)]"
"723"	"ukr"	" В такий спосіб Лонгрен добув стільки щоб жити в межах помірної економії"	""	""	"[Александр Грин. Алые паруса (1922) | Олександр Грін. Червоні вітрила (Леонід Кононович, 2007)]"
"724"	"rus"	" Теперь даже всей длиной тела Меннерс не мог бы"	"достичь"	" самой ближайшей сваи"	"[Александр Грин. Алые паруса (1922) | Олександр Грін. Червоні вітрила (Леонід Кононович, 2007)]"
"725"	"ukr"	" Тепер навіть усією довжиною тіла Меннерс не міг би сягнути найближчої палі"	""	""	"[Александр Грин. Алые паруса (1922) | Олександр Грін. Червоні вітрила (Леонід Кононович, 2007)]"
"726"	"rus"	" Пока не отнесло лодку так далеко что еле"	"долетали"	" слова крики Меннерса он не переступил даже с ноги на ногу"	"[Александр Грин. Алые паруса (1922) | Олександр Грін. Червоні вітрила (Леонід Кононович, 2007)]"
"727"	"ukr"	" Поки не віднесло човна так далеко що насилу долинали слова зойки Меннерса він навіть з ноги не переступив"	""	""	"[Александр Грин. Алые паруса (1922) | Олександр Грін. Червоні вітрила (Леонід Кононович, 2007)]"
"728"	"rus"	" Лонгрен"	"донеслось"	" к нему глухо как с крыши сидящему внутри дома спаси"	"[Александр Грин. Алые паруса (1922) | Олександр Грін. Червоні вітрила (Леонід Кононович, 2007)]"
"729"	"ukr"	" Лонгрене долинуло до нього глухо наче з даху тому хто сидить усередині будинку порятуй"	""	""	"[Александр Грин. Алые паруса (1922) | Олександр Грін. Червоні вітрила (Леонід Кононович, 2007)]"
"730"	"rus"	" Тогда крики умолкли и Лонгрен пошел"	"домой"	""	"[Александр Грин. Алые паруса (1922) | Олександр Грін. Червоні вітрила (Леонід Кононович, 2007)]"
"731"	"ukr"	" Тоді крики ущухли і Лонгрен подався додому"	""	""	"[Александр Грин. Алые паруса (1922) | Олександр Грін. Червоні вітрила (Леонід Кононович, 2007)]"
"732"	"rus"	" Лонгрен"	"достав"	" свободной рукой трубку закурил и ветер пронес дым сквозь плетень в куст росший с внешней стороны огорода"	"[Александр Грин. Алые паруса (1922) | Олександр Грін. Червоні вітрила (Леонід Кононович, 2007)]"
"733"	"ukr"	" Лонгрен діставши вільною рукою люльку закурив і вітер проніс дим крізь тин у кущ який ріс із зовнішнього боку городу"	""	""	"[Александр Грин. Алые паруса (1922) | Олександр Грін. Червоні вітрила (Леонід Кононович, 2007)]"
"734"	"rus"	" Но я говорю Буди буди мол табаку то"	"достать"	""	"[Александр Грин. Алые паруса (1922) | Олександр Грін. Червоні вітрила (Леонід Кононович, 2007)]"
"735"	"ukr"	" Та я кажу Буди буди мовляв тютюнцю дістати"	""	""	"[Александр Грин. Алые паруса (1922) | Олександр Грін. Червоні вітрила (Леонід Кононович, 2007)]"
"736"	"rus"	" Затем обернулась в сторону восклицаний там в двадцати шагах от нее стояла кучка ребят они гримасничали высовывая языки Вздохнув девочка побежала"	"домой"	" II ГРЭЙ"	"[Александр Грин. Алые паруса (1922) | Олександр Грін. Червоні вітрила (Леонід Кононович, 2007)]"
"737"	"ukr"	" Відтак обернулася в бік вигуків там за двадцять кроків од неї стояла купка дітей вони кривлялися висолоплюючи язики Зітхнувши дівчинка побігла додому ІІ ГРЕЙ"	""	""	"[Александр Грин. Алые паруса (1922) | Олександр Грін. Червоні вітрила (Леонід Кононович, 2007)]"
"738"	"rus"	" Не"	"допускайте"	" чтобы молния погасла от рук буржуев и контрреволюционеров"	"[Аркадий Аверченко. Дюжина ножей в спину революции. Предисловие (1921) | А. Т. Аверченко. Дюжина ножів у спину революції. Передмова]"
"739"	"ukr"	" Не допускайте щоб блискавка згасла від рук буржуїв і контрреволюціонерів"	""	""	"[Аркадий Аверченко. Дюжина ножей в спину революции. Предисловие (1921) | А. Т. Аверченко. Дюжина ножів у спину революції. Передмова]"
"740"	"rus"	" В частных проявлениях борьбы с украинским сепаратизмом администрация особенно местная"	"доходила"	" до преследования самых невинных и естественных проявлений национальной украинской стихии как пение народных песен выступления кобзарей и т п"	"[В. И. Вернадский. Украинский вопрос и русское общество (1915) | В. І. Вернадський. Українське питання і російська громадськість (Наталя Білоцерківець, 1988)]"
"741"	"ukr"	" У часткових проявах боротьби з українським сепаратизмом адміністрація особливо місцева доходила до переслідування найбезневинніших і найприродніших проявів української стихії таких як співання народних пісень виступи кобзарів тощо"	""	""	"[В. И. Вернадский. Украинский вопрос и русское общество (1915) | В. І. Вернадський. Українське питання і російська громадськість (Наталя Білоцерківець, 1988)]"
"742"	"rus"	" Правительственная политика этого периода стремилась к определенной цели"	"достичь"	" полного слияния украинцев с господствующею народностью и уничтожить вредное для последней сознание своей национальной особости в украинском населении"	"[В. И. Вернадский. Украинский вопрос и русское общество (1915) | В. І. Вернадський. Українське питання і російська громадськість (Наталя Білоцерківець, 1988)]"
"743"	"ukr"	" Урядова політика цього періоду прагнула певної мети досягти остаточного злиття українців з панівною народністю і знищити шкідливе для останньої усвідомлення своєї національної особливості в українському населенні"	""	""	"[В. И. Вернадский. Украинский вопрос и русское общество (1915) | В. І. Вернадський. Українське питання і російська громадськість (Наталя Білоцерківець, 1988)]"
"744"	"rus"	" Антагонисты украинства не желают"	"допустить"	" свободы украинского движения из страха политического и культурного ущерба для России украинцы видят ущерб именно в отсутствии этой свободы и в возможности сомнений и колебаний по такому ясному и простому вопросу"	"[В. И. Вернадский. Украинский вопрос и русское общество (1915) | В. І. Вернадський. Українське питання і російська громадськість (Наталя Білоцерківець, 1988)]"
"745"	"ukr"	" Антагоністи українства не бажають допустити свободи українського руху з побоювання політичного й культурного збитку для Росії українці бачать збиток саме у відсутності цієї свободи і в можливості сумнівів та вагань з такого ясного і простого питання"	""	""	"[В. И. Вернадский. Украинский вопрос и русское общество (1915) | В. І. Вернадський. Українське питання і російська громадськість (Наталя Білоцерківець, 1988)]"
"746"	"rus"	" Лучшие из сомневающихся не уверены что следует"	"допустить"	" украинское движение украинцы же считают преступлением против общечеловеческого права противодействие просветительской и культурной работе в каких бы то ни было живых национальных формах"	"[В. И. Вернадский. Украинский вопрос и русское общество (1915) | В. І. Вернадський. Українське питання і російська громадськість (Наталя Білоцерківець, 1988)]"
"747"	"ukr"	" Навіть кращі з тих хто сумнівається не певні що варто дозволяти український рух тоді як українці вважають злочином проти загальнолюдського права протидію освітній та культурній роботі у хоч би яких живих національних формах"	""	""	"[В. И. Вернадский. Украинский вопрос и русское общество (1915) | В. І. Вернадський. Українське питання і російська громадськість (Наталя Білоцерківець, 1988)]"
"748"	"rus"	" Имейте в виду господин Ихментьев что я шпионства предательства и доносов на ваших товарищей не"	"допущу"	""	"[Аркадий Аверченко. Невозможное (1914) | А. Т. Аверченко. Неможливе]"
"749"	"ukr"	" Майте на увазі пан Іхментьев що я заняття шпигунством зради і доносів на ваших товаришів не допущу"	""	""	"[Аркадий Аверченко. Невозможное (1914) | А. Т. Аверченко. Неможливе]"
"750"	"rus"	" Он сердито вскочил стал на цыпочки"	"дотянулся"	" до уха учителя и нагнув его голову потащил за ухо в угол"	"[Аркадий Аверченко. Невозможное (1914) | А. Т. Аверченко. Неможливе]"
"751"	"ukr"	" Він сердито схопився дотягся до вуха вчителя і нагнувши його голову потягнув за вухо в кут"	""	""	"[Аркадий Аверченко. Невозможное (1914) | А. Т. Аверченко. Неможливе]"
"752"	"rus"	" Любезный директор с белой звездой тоже встал"	"догнал"	" меня в передней и сказал подмигивая на экзаменационную комнату"	"[Аркадий Аверченко. Учитель Бельмесов (1914) | А. Т. Аверченко. Вчитель Бельмесов]"
"753"	"ukr"	" Люб'язний директор з білою зіркою теж встав наздогнав мене в передній і сказав підморгуючи на екзаменаційну кімнату"	""	""	"[Аркадий Аверченко. Учитель Бельмесов (1914) | А. Т. Аверченко. Вчитель Бельмесов]"
"754"	"rus"	" То что Рудольф вышел на четверть часа позже Вильяма"	"доверял"	" что этот честный скваттер не особенно Вильяму и в данном случае решил просто проследить этого сорви голову к которому вот уже три дня под ряд пробирается ночью на взмыленной лошади креол в плаще"	"[Аркадий Аверченко. Экзаменационная задача (1914) | А. Т. Аверченко. Екзаменаційне завдання]"
"755"	"ukr"	" Те що Рудольф вийшов на чверть години пізніше за Вільяма доводить що цей чесний скватер не особливо довіряв Вільяму і в даному випадку вирішив просто прослідкувати цього шибайголову до якого ось вже три дні підряд пробирається вночі на змиленому коні креол в плащі"	""	""	"[Аркадий Аверченко. Экзаменационная задача (1914) | А. Т. Аверченко. Екзаменаційне завдання]"
"756"	"rus"	" Свалился но ничего не испугался и плывет тихонько а потом нырнул и тотчас"	"достиг"	" морского дна"	"[Максим Горький. Случай с Евсейкой (1912) | Максим Горький. Пригода з Овсійком (М. Пригара, 1965)]"
"757"	"ukr"	" Упав та нічого не злякався й пливе тихенько потім пірнув і відразу досяг морського дна"	""	""	"[Максим Горький. Случай с Евсейкой (1912) | Максим Горький. Пригода з Овсійком (М. Пригара, 1965)]"
"758"	"rus"	" У одной дискантовой пропал голос она совсем не играла и поэтому когда до нее"	"доходила"	" очередь то вся музыка начинала как бы заикаться прихрамывать и спотыкаться"	"[А. И. Куприн. Белый пудель (1903) | О. І. Купрін. Білий пудель (Діодор Бобир, 1950-1980)]"
"759"	"ukr"	" В однієї дискантової пропав голос вона зовсім не грала й тому коли до неї доходила черга то вся музика починала мовби заїкатися накульгувати й спотикатися"	""	""	"[А. И. Куприн. Белый пудель (1903) | О. І. Купрін. Білий пудель (Діодор Бобир, 1950-1980)]"
"760"	"rus"	" Подожди"	"дойдем"	" ужотко до Мисхора там и пополощем телеса свои грешные"	"[А. И. Куприн. Белый пудель (1903) | О. І. Купрін. Білий пудель (Діодор Бобир, 1950-1980)]"
"761"	"ukr"	" Почекай дійдемо якось до Місхора там і пополощемо тілеса свої грішні"	""	""	"[А. И. Куприн. Белый пудель (1903) | О. І. Купрін. Білий пудель (Діодор Бобир, 1950-1980)]"
"762"	"rus"	" Погоди вот"	"дойдем"	" мы до города Новороссийского и значит опять подадимся на юг"	"[А. И. Куприн. Белый пудель (1903) | О. І. Купрін. Білий пудель (Діодор Бобир, 1950-1980)]"
"763"	"ukr"	" Стривай но ось дійдемо ми до міста Новоросійського і значить знову подамося на південь"	""	""	"[А. И. Куприн. Белый пудель (1903) | О. І. Купрін. Білий пудель (Діодор Бобир, 1950-1980)]"
"764"	"rus"	" Сразу можно было"	"догадаться"	" что причиной их беспокойства является мальчик в матросском костюме так внезапно вылетевший на террасу"	"[А. И. Куприн. Белый пудель (1903) | О. І. Купрін. Білий пудель (Діодор Бобир, 1950-1980)]"
"765"	"ukr"	" Одразу можна було здогадатися що причиною їхньої турботи є хлопчик у матроському костюмі який так раптово вилетів на терасу"	""	""	"[А. И. Куприн. Белый пудель (1903) | О. І. Купрін. Білий пудель (Діодор Бобир, 1950-1980)]"
"766"	"rus"	" Больной должно быть Шамашедчий"	"догадался"	" Сергей А я почем знаю"	"[А. И. Куприн. Белый пудель (1903) | О. І. Купрін. Білий пудель (Діодор Бобир, 1950-1980)]"
"767"	"ukr"	" Хворий мабуть Пришелепок догадався Сергій А я звідки знаю"	""	""	"[А. И. Куприн. Белый пудель (1903) | О. І. Купрін. Білий пудель (Діодор Бобир, 1950-1980)]"
"768"	"rus"	" Господин хороший"	"дозвольте"	" вам объяснить начал было деликатно дедушка"	"[А. И. Куприн. Белый пудель (1903) | О. І. Купрін. Білий пудель (Діодор Бобир, 1950-1980)]"
"769"	"ukr"	" Пане добродію дозвольте вам пояснити почав був делікатно дідусь"	""	""	"[А. И. Куприн. Белый пудель (1903) | О. І. Купрін. Білий пудель (Діодор Бобир, 1950-1980)]"
"770"	"rus"	" Потом поглядел жалобно моргая глазами на хозяина и"	"добавил"	" еще два раза Гав гав"	"[А. И. Куприн. Белый пудель (1903) | О. І. Купрін. Білий пудель (Діодор Бобир, 1950-1980)]"
"771"	"ukr"	" Потім подивився жалібно кліпаючи очима на хазяїна й додав іще двічі Гав гав"	""	""	"[А. И. Куприн. Белый пудель (1903) | О. І. Купрін. Білий пудель (Діодор Бобир, 1950-1980)]"
"772"	"rus"	" Чудесно собачка Придем"	"домой"	" я тебе морковки дам А ты морковку не кушаешь"	"[А. И. Куприн. Белый пудель (1903) | О. І. Купрін. Білий пудель (Діодор Бобир, 1950-1980)]"
"773"	"ukr"	" Чудово собачко Прийдемо додому я тобі моркви дам А ти моркви не їси"	""	""	"[А. И. Куприн. Белый пудель (1903) | О. І. Купрін. Білий пудель (Діодор Бобир, 1950-1980)]"
"774"	"rus"	" Я думал и не"	"догнать"	" мне тебя"	"[А. И. Куприн. Белый пудель (1903) | О. І. Купрін. Білий пудель (Діодор Бобир, 1950-1980)]"
"775"	"ukr"	" Я думав що й не дожену тебе"	""	""	"[А. И. Куприн. Белый пудель (1903) | О. І. Купрін. Білий пудель (Діодор Бобир, 1950-1980)]"
