"lang"	"left_context"	"center"	"right_context"	"title"
"1228"	"rus"	" Ведь торговля хлебом позволялась только после выполнения заготовительного плана с 15 января 1933 года"	""	""	"[О. Волков, Є. Лавренюк. Трагедія голоду 1933 року (1996-2010) | А. Волков, Е. Лавренюк. Трагедия голода 1933 года (Е. Е. Рудоманова, 2010)]"
"1229"	"ukr"	" З метою заохочення колгоспників"	"дозволялося"	" вже при обмолоті видавати аванси в рахунок натуральної частини доходів в обсязі 10 15 фактично обмолоченого хліба"	"[О. Волков, Є. Лавренюк. Трагедія голоду 1933 року (1996-2010) | А. Волков, Е. Лавренюк. Трагедия голода 1933 года (Е. Е. Рудоманова, 2010)]"
"1230"	"rus"	" С целью поощрения колхозников позволялось уже при обмолоте выдавать авансы в счет натуральной части доходов в объеме 10 15 фактически обмолоченного хлеба"	""	""	"[О. Волков, Є. Лавренюк. Трагедія голоду 1933 року (1996-2010) | А. Волков, Е. Лавренюк. Трагедия голода 1933 года (Е. Е. Рудоманова, 2010)]"
"1231"	"ukr"	" Прострочення платежів загрожувало непередбаченими наслідками і з поточних рахунків іноді"	"доводилося"	" розплачуватися валютою одержаною від продажу національних художніх цінностей"	"[О. Волков, Є. Лавренюк. Трагедія голоду 1933 року (1996-2010) | А. Волков, Е. Лавренюк. Трагедия голода 1933 года (Е. Е. Рудоманова, 2010)]"
"1232"	"rus"	" Просрочка платежей угрожала непредвиденными последствиями и из текущих счетов иногда приходилось расплачиваться валютой полученной от продажи национальных художественных ценностей"	""	""	"[О. Волков, Є. Лавренюк. Трагедія голоду 1933 року (1996-2010) | А. Волков, Е. Лавренюк. Трагедия голода 1933 года (Е. Е. Рудоманова, 2010)]"
"1233"	"ukr"	" Є безліч фактів які незаперечно"	"доводять"	" злочинний характер діяльності надзвичайних комісій надісланих Сталіним у листопаді 1932 р до Харкова Ростова на Дону і Саратова із завданням взяти хліб за будь-яку ціну"	"[О. Волков, Є. Лавренюк. Трагедія голоду 1933 року (1996-2010) | А. Волков, Е. Лавренюк. Трагедия голода 1933 года (Е. Е. Рудоманова, 2010)]"
"1234"	"rus"	" Есть огромное количество фактов которые неоспоримо доводят преступный характер деятельности чрезвычайных комиссий посланных Сталиным в ноябре 1932 г в Харьков Ростов-на-Дону и Саратов с заданием взять хлеб любой ценой"	""	""	"[О. Волков, Є. Лавренюк. Трагедія голоду 1933 року (1996-2010) | А. Волков, Е. Лавренюк. Трагедия голода 1933 года (Е. Е. Рудоманова, 2010)]"
"1235"	"ukr"	" Постановами передбачалося що в артілях де під час жнив"	"допускали"	" авансування колгоспників понад встановлену норму 15 від фактичного обмолоту мають організувати повернення незаконно розданого хліба"	"[О. Волков, Є. Лавренюк. Трагедія голоду 1933 року (1996-2010) | А. Волков, Е. Лавренюк. Трагедия голода 1933 года (Е. Е. Рудоманова, 2010)]"
"1236"	"rus"	" Постановлениями предусматривалось что в артелях где во время жатв допускали авансирование колхозников сверх установленной нормы 15 от фактического обмолота должны организовать возвращение незаконно розданного хлеба"	""	""	"[О. Волков, Є. Лавренюк. Трагедія голоду 1933 року (1996-2010) | А. Волков, Е. Лавренюк. Трагедия голода 1933 года (Е. Е. Рудоманова, 2010)]"
"1237"	"ukr"	" Лише з 15 грудня 1932 р було"	"дозволено"	" продавати гас сірники та інші промтовари у селах за винятком 82 районів 5 областей які найбільше заборгували по хлібозаготівлі"	"[О. Волков, Є. Лавренюк. Трагедія голоду 1933 року (1996-2010) | А. Волков, Е. Лавренюк. Трагедия голода 1933 года (Е. Е. Рудоманова, 2010)]"
"1238"	"rus"	" Лишь с 15 декабря 1932 г было разрешено продавать керосин спички и другие промтовары в селах за исключением 82 районов 5 областей которые больше всего задолжали по хлебозаготовке"	""	""	"[О. Волков, Є. Лавренюк. Трагедія голоду 1933 року (1996-2010) | А. Волков, Е. Лавренюк. Трагедия голода 1933 года (Е. Е. Рудоманова, 2010)]"
"1239"	"ukr"	" У 1930 р він зріс у 27 разів до 298 млн пудів у 1931 р"	"досяг"	" максимальної величини за весь післяреволюційний період 316 млн пудів"	"[О. Волков, Є. Лавренюк. Трагедія голоду 1933 року (1996-2010) | А. Волков, Е. Лавренюк. Трагедия голода 1933 года (Е. Е. Рудоманова, 2010)]"
"1240"	"rus"	" В 1930 г он вырос в 27 раз до 298 млн пудов в 1931 г достиг максимальной величины за весь послереволюционный период 316 млн пудов"	""	""	"[О. Волков, Є. Лавренюк. Трагедія голоду 1933 року (1996-2010) | А. Волков, Е. Лавренюк. Трагедия голода 1933 года (Е. Е. Рудоманова, 2010)]"
"1241"	"ukr"	" Артисти певно вже"	"догадуються"	" що дід був людина проста й малописьменна але це не завадило йому разом з Григорієм відіграти в XIX столітті неабияку роль у справі науки й освіти українського народу"	"[Олександр Довженко. Земля (1930-1952) | Александр Довженко. Земля (Александр Довженко, 1952-1956)]"
"1242"	"rus"	" Как уже артисты возможно догадываются дед был человек простой и малограмотный что впрочем не мешало ему вместе с Григорием сыграть в девятнадцатом веке немаловажную роль в науке и просвещении украинского народа"	""	""	"[Олександр Довженко. Земля (1930-1952) | Александр Довженко. Земля (Александр Довженко, 1952-1956)]"
"1243"	"ukr"	" Правда"	"доведеться"	" ще подолати наївні материні умови але загалом все так хороше й так мудро"	"[Олександр Довженко. Земля (1930-1952) | Александр Довженко. Земля (Александр Довженко, 1952-1956)]"
"1244"	"rus"	" Правда наивные мамины условия придется еще преодолевать но в общем овсе это так хорошо и так мудро"	""	""	"[Олександр Довженко. Земля (1930-1952) | Александр Довженко. Земля (Александр Довженко, 1952-1956)]"
"1245"	"ukr"	" Тільки навіщо"	"добувати"	" все це мусить Василь"	"[Олександр Довженко. Земля (1930-1952) | Александр Довженко. Земля (Александр Довженко, 1952-1956)]"
"1246"	"rus"	" Только зачем все это должен добывать именно Василь"	""	""	"[Олександр Довженко. Земля (1930-1952) | Александр Довженко. Земля (Александр Довженко, 1952-1956)]"
"1247"	"ukr"	" А без слів тільки видно що рот у Кравчини не закривається з очей аж іскри крешуть в роті сто зубів ластовиння палахкотить всіма переливами і від усієї його жвавої постаті від неслухняного рудого чуба веселої усмішки від багатющої міміки з якою він умовляє Опанаса як нерозумного підлітка сміється з нього любить його"	"доказуючи"	" лає від усієї його неповторної динамічної юності віє таким невгамовним оптимізмом що хата повеселішала вся неначе щось в ній стелю підняло і коли цей Чуприна чи Кравчина пішов таки з Василем грюкнувши за собою дверима й щось голосно в сінях надворі й на вулиці Опанас обернувся і якось мрійно подумав уголос"	"[Олександр Довженко. Земля (1930-1952) | Александр Довженко. Земля (Александр Довженко, 1952-1956)]"
"1248"	"rus"	" А здесь только видно что рот у Кравчины не закрывается глаза мечут искры во рту сто зубов веснушки играют на лице ярчайшими переливам и от всей его быстрой фигуры от непослушного рыжего чуба веселой улыбки от богатейшей мимики с какой он уговаривает Опанаса как неразумного подростка смеется над ним любит его укоряет бранит от всей его неповторимой динамической юности веет таким исключающим всякое сомнение оптимизмом что хата вся развеселилась и когда этот Кравчина или Чуприна ушел с Василем стукнув громко дверью и что-то громко договаривая уже в сенях во дворе и на улице Опанас повернулся и как-то мечтательно подумал вслух"	""	""	"[Олександр Довженко. Земля (1930-1952) | Александр Довженко. Земля (Александр Довженко, 1952-1956)]"
"1249"	"ukr"	" Тепер вже на волах далеко не заїдеш думав він орючи на пар свою обмежену непишну нивку Раптом від дороги"	"долинув"	" голос Ну батьку я поїхав"	"[Олександр Довженко. Земля (1930-1952) | Александр Довженко. Земля (Александр Довженко, 1952-1956)]"
"1250"	"rus"	" Теперь уже на воликах далеко не поедешь думал он подымая пар на своей непышной нивке Вдруг со стороны дороги послышался голос Ну батько я поехал"	""	""	"[Олександр Довженко. Земля (1930-1952) | Александр Довженко. Земля (Александр Довженко, 1952-1956)]"
"1251"	"ukr"	" Для повноти картини слід ще"	"додати"	" що наскільки дід Григорій кінь і Султан полюбили тишу й мовчазність настільки баба Харитина навпаки любила голосно клясти геть чисто все що потрапляло їй на очі"	"[Олександр Довженко. Земля (1930-1952) | Александр Довженко. Земля (Александр Довженко, 1952-1956)]"
"1252"	"rus"	" Для полной ясности картины следует еще заметить что насколько дед Григорий конь и Султан были преданы тишине и уважали молчание настолько баба Харитина наоборот любила громко проклинать вокруг себя решительно все что ей ни попадалось под руку"	""	""	"[Олександр Довженко. Земля (1930-1952) | Александр Довженко. Земля (Александр Довженко, 1952-1956)]"
"1253"	"ukr"	" Може й двадцять набереться хіба диво Ну гаразд"	"допитували"	" сусіди А чого ж ви повернулись з далеких країв"	"[Олександр Довженко. Земля (1930-1952) | Александр Довженко. Земля (Александр Довженко, 1952-1956)]"
"1254"	"rus"	" Может и двадцать наберется Ну хорошо добивались соседи А зачем же вы вернулись из таких далеких земель"	""	""	"[Олександр Довженко. Земля (1930-1952) | Александр Довженко. Земля (Александр Довженко, 1952-1956)]"
"1255"	"ukr"	" Я згоден відповів Григорій"	"добуваючи"	" кисета з громобоєм"	"[Олександр Довженко. Земля (1930-1952) | Александр Довженко. Земля (Александр Довженко, 1952-1956)]"
"1256"	"rus"	" Согласен сказал Григорий вынимая кисет с громобоем"	""	""	"[Олександр Довженко. Земля (1930-1952) | Александр Довженко. Земля (Александр Довженко, 1952-1956)]"
"1257"	"ukr"	" Збиваючи куряву босими ногами й хвацько поганяючи своїх лозяних коней помчали вони в поле"	"Дорослі"	" й собі подалися вперед Хома Білоконь і Вовкогоненко збігли на скіфську могилу і повитягали шиї аж роти роззявились чи не торохтить таки машина"	"[Олександр Довженко. Земля (1930-1952) | Александр Довженко. Земля (Александр Довженко, 1952-1956)]"
"1258"	"rus"	" помчались в поле взбивая пыль босыми ногами и лихо погоняя воображаемых своих коней Взрослые тоже подались вперед всей громадой Хома Белоконь и Рева вбежали на скифскую могилу и вытянув длинные шеи раскрыли даже рты не слышно ли звука машины"	""	""	"[Олександр Довженко. Земля (1930-1952) | Александр Довженко. Земля (Александр Довженко, 1952-1956)]"
"1259"	"ukr"	" Ну нічого думав він"	"доїдемо"	" якось на перший раз і так"	"[Олександр Довженко. Земля (1930-1952) | Александр Довженко. Земля (Александр Довженко, 1952-1956)]"
"1260"	"rus"	" Ну ничего думал он авось доедем для первого раза и так"	""	""	"[Олександр Довженко. Земля (1930-1952) | Александр Довженко. Земля (Александр Довженко, 1952-1956)]"
"1261"	"ukr"	" Голову колгоспу що йому належить той чудесний ставок ми знайшли на степу бiля комбайна що якраз"	"домолочував"	" великий лан озимої пшеницi"	"[Остап Вишня. Короп (1951) | Остап Вишня. Карп (Герман Абрамов, 1954-1958)]"
"1262"	"rus"	" А председателя того колхоза которому принадлежит чудесный ставок мы нашли возле комбайна в степи Комбайн как раз домолачивал большое поле озимой пшеницы"	""	""	"[Остап Вишня. Короп (1951) | Остап Вишня. Карп (Герман Абрамов, 1954-1958)]"
"1263"	"ukr"	""	"допускав"	" Iване Павловичу коропця у вас упiймати сказав я безнадiйно бо знав що нiкого вiн i близько до ставка не"	"[Остап Вишня. Короп (1951) | Остап Вишня. Карп (Герман Абрамов, 1954-1958)]"
"1264"	"rus"	" Дозвольте Иван Павлович карпика у вас половить сказал я безнадежно ибо знал что обычно Иван Павлович никого и за километр к ставку не подпускает"	""	""	"[Остап Вишня. Короп (1951) | Остап Вишня. Карп (Герман Абрамов, 1954-1958)]"
"1265"	"ukr"	""	"Дозволив"	" таки бо настрiй у нього чудесний жнива закiнчує завчасно озима пшениця була як лiс хлiбоздачу уже виконано"	"[Остап Вишня. Короп (1951) | Остап Вишня. Карп (Герман Абрамов, 1954-1958)]"
"1266"	"rus"	" Дозволил таки председатель потому что настроение у него отличное озимая пшеница как лес стояла жнивье он доканчивал до срока хлебосдача уже выполнена"	""	""	"[Остап Вишня. Короп (1951) | Остап Вишня. Карп (Герман Абрамов, 1954-1958)]"
"1267"	"ukr"	" Тодi"	"доводиться"	" роздягатися i гасати по ставку ловити вудку"	"[Остап Вишня. Короп (1951) | Остап Вишня. Карп (Герман Абрамов, 1954-1958)]"
"1268"	"rus"	" Тогда приходится раздеваться и бросаться в воду"	""	""	"[Остап Вишня. Короп (1951) | Остап Вишня. Карп (Герман Абрамов, 1954-1958)]"
"1269"	"ukr"	" Хто серед трупів ворожих біжить по селу що вже"	"догорає"	""	"[Олександр Довженко. Мати (1949) | Александр Довженко. Мать (Александр Довженко, 1949-1956)]"
"1270"	"rus"	" Кто среди вражеских трупов бежит по селу а село догорает"	""	""	"[Олександр Довженко. Мати (1949) | Александр Довженко. Мать (Александр Довженко, 1949-1956)]"
"1271"	"ukr"	" Та оскільки нашого брата полягло в боях за визволення людства від фашизму як ніяких інших солдатів у світі величезна скажемо прямо кількість і сам я особисто пролив крові ворожої й праці"	"доклав"	" чимало і оскільки до того ж наставники й журналісти всього світу почнуть певно тепер балачки що та як та чому та яка в моїй радянській душі може бути сила гніву й ненависті та взагалі так би мовити міцності от я народжена для добра людина мушу якось освідчитись моїм сучасникам друзям і ворогам усього світу разом із моєю дружиною батьком матір'ю з усім як то кажуть домом з криницею з якої я пив колись воду з садом городом де спізнав перші мозолі на руках одне слово з усім своїм родом і долею"	"[Олександр Довженко. Повість полум'яних літ (1944-1945) | Александр Довженко. Повесть пламенных лет (Александр Довженко, 1945-1956)]"
"1272"	"rus"	" Но поскольку нашего брата полегло в боях за освобождение народов от фашизма как никаких других солдат на свете громадное будем говорить количество и сам я лично пролил крови врага и труда понес немало я рожденный для добра человек должен как-то представиться моим современникам друзьям и врагам всего мира вместе с моей женой с отцом и матерью со всем как говорится домом с колодезем из которого я пил когда-то воду с садом с огородом где познал первые мозоли на руках словом со всем моим родом в судьбой"	""	""	"[Олександр Довженко. Повість полум'яних літ (1944-1945) | Александр Довженко. Повесть пламенных лет (Александр Довженко, 1945-1956)]"
"1273"	"ukr"	" Які теж мабуть виросли серед насіння"	"додав"	" Величко"	"[Олександр Довженко. Повість полум'яних літ (1944-1945) | Александр Довженко. Повесть пламенных лет (Александр Довженко, 1945-1956)]"
"1274"	"rus"	" Которые тоже очевидно выросли среди семян добавил Величко"	""	""	"[Олександр Довженко. Повість полум'яних літ (1944-1945) | Александр Довженко. Повесть пламенных лет (Александр Довженко, 1945-1956)]"
"1275"	"ukr"	" Капітан Кравчина не мав права дозволу Він і не"	"дозволив"	" Вибухнула міна і він упав поранений"	"[Олександр Довженко. Повість полум'яних літ (1944-1945) | Александр Довженко. Повесть пламенных лет (Александр Довженко, 1945-1956)]"
"1276"	"rus"	" Капитан Кравчина не имел права разрешать Он и не разрешил Разорвалась мина и он упал раненый"	""	""	"[Олександр Довженко. Повість полум'яних літ (1944-1945) | Александр Довженко. Повесть пламенных лет (Александр Довженко, 1945-1956)]"
"1277"	"ukr"	" Відходимо тихо"	"долинув"	" від дороги голос командира"	"[Олександр Довженко. Повість полум'яних літ (1944-1945) | Александр Довженко. Повесть пламенных лет (Александр Довженко, 1945-1956)]"
"1278"	"rus"	" Отходим тихо раздался со стороны дороги командирский голос"	""	""	"[Олександр Довженко. Повість полум'яних літ (1944-1945) | Александр Довженко. Повесть пламенных лет (Александр Довженко, 1945-1956)]"
"1279"	"ukr"	" Він кидався в атаки буквально по власних трупах і"	"докотився"	" до артилерії"	"[Олександр Довженко. Повість полум'яних літ (1944-1945) | Александр Довженко. Повесть пламенных лет (Александр Довженко, 1945-1956)]"
"1280"	"rus"	" Они бросались в беспрерывные атаки и докатились до артиллерии"	""	""	"[Олександр Довженко. Повість полум'яних літ (1944-1945) | Александр Довженко. Повесть пламенных лет (Александр Довженко, 1945-1956)]"
"1281"	"ukr"	" Його запал"	"досяг"	" такого високого градуса пристрасті що тільки втративши майже всю кров він якось немовби втратив злість засумував і танучи як віск на сонці упав"	"[Олександр Довженко. Повість полум'яних літ (1944-1945) | Александр Довженко. Повесть пламенных лет (Александр Довженко, 1945-1956)]"
"1282"	"rus"	" Страсть его была накалена до такого высокого градуса что только потеряв почти всю кровь он как-то вдруг утратил зло остановился затосковал и растаяв словно воск на солнце упал"	""	""	"[Олександр Довженко. Повість полум'яних літ (1944-1945) | Александр Довженко. Повесть пламенных лет (Александр Довженко, 1945-1956)]"
"1283"	"ukr"	" Вже непритомний"	"догравав"	" він свою страшну гру жестикулюючи й здригаючись"	"[Олександр Довженко. Повість полум'яних літ (1944-1945) | Александр Довженко. Повесть пламенных лет (Александр Довженко, 1945-1956)]"
"1284"	"rus"	" Он уже без памяти доигрывал страшную свою игру жестикулируя и содрогаясь"	""	""	"[Олександр Довженко. Повість полум'яних літ (1944-1945) | Александр Довженко. Повесть пламенных лет (Александр Довженко, 1945-1956)]"
"1285"	"ukr"	""	"Дозвольте"	" звернувся він до Уляни й не діждавшись відповіді сів поклавши на кафедру стек і кашкета"	"[Олександр Довженко. Повість полум'яних літ (1944-1945) | Александр Довженко. Повесть пламенных лет (Александр Довженко, 1945-1956)]"
"1286"	"rus"	" Разрешите обратился он к Ульяне и не дождавшись ответа сел положив на кафедру стек и фуражку"	""	""	"[Олександр Довженко. Повість полум'яних літ (1944-1945) | Александр Довженко. Повесть пламенных лет (Александр Довженко, 1945-1956)]"
"1287"	"ukr"	" За довгі роки блукань зазнавши стільки пригод що їх стало б на"	"добрий"	" десяток бульварних романів він зробився відомим не одному десятку контррозвідок"	"[Олександр Довженко. Повість полум'яних літ (1944-1945) | Александр Довженко. Повесть пламенных лет (Александр Довженко, 1945-1956)]"
"1288"	"rus"	" За долгие годы блужданий изведав приключений которых хватило бы на добрый десяток бульварных романов он стал известен многим контрразведкам"	""	""	"[Олександр Довженко. Повість полум'яних літ (1944-1945) | Александр Довженко. Повесть пламенных лет (Александр Довженко, 1945-1956)]"
"1289"	"ukr"	" Не один таємний шеф ховав у себе його фотографії"	"доноси"	" й клятви на вірність"	"[Олександр Довженко. Повість полум'яних літ (1944-1945) | Александр Довженко. Повесть пламенных лет (Александр Довженко, 1945-1956)]"
"1290"	"rus"	" Не один тайный сейф хранил его фотографии доносы и клятвы в верности"	""	""	"[Олександр Довженко. Повість полум'яних літ (1944-1945) | Александр Довженко. Повесть пламенных лет (Александр Довженко, 1945-1956)]"
"1291"	"ukr"	" Мати Тетяна Запорожчиха любила її співати раз чи два на рік коли по великих трудах і повсякденних турботах десь було з якоїсь гарної нагоди"	"доводилося"	" пригублювати чарчину"	"[Олександр Довженко. Україна в огні (1943) | Александр Довженко. Украина в огне (Александр Довженко, 1943-1956)]"
"1292"	"rus"	" Мать Татьяна Запорожчиха любила петь ее обычно два три раза в году когда после трудов и повседневных забот приходилось где-либо по достойному случаю пригубливать чарочку"	""	""	"[Олександр Довженко. Україна в огні (1943) | Александр Довженко. Украина в огне (Александр Довженко, 1943-1956)]"
"1293"	"ukr"	" А над ними сяє божественна біла борода діда Демида що теж був колись чорноморцем та вже не співає а тільки похитує головою й плаче од зворушення і глибоких своїх нужденних і злиденних літ Хочеться діду Демиду осідлати коня вороного хочеться їхати в чисте поле літа"	"доженуть"	" Та не вернуться вже літа не коні"	"[Олександр Довженко. Україна в огні (1943) | Александр Довженко. Украина в огне (Александр Довженко, 1943-1956)]"
"1294"	"rus"	" А над ним сияет белая борода деда Демида что тоже был когда-то черноморцем но уже не поет а только покачивает головой и плачет от глубоких своих слабых лет [...] [...]"	""	""	"[Олександр Довженко. Україна в огні (1943) | Александр Довженко. Украина в огне (Александр Довженко, 1943-1956)]"
"1295"	"ukr"	" Хочеться діду Демиду осідлати коня вороного хочеться їхати в чисте поле літа"	"доженуть"	" Та не вернуться вже літа не коні Четвертий Григорій майстер урожаю"	"[Олександр Довженко. Україна в огні (1943) | Александр Довженко. Украина в огне (Александр Довженко, 1943-1956)]"
"1296"	"rus"	" [...] [...] Четвертый Григорий мастер урожая"	""	""	"[Олександр Довженко. Україна в огні (1943) | Александр Довженко. Украина в огне (Александр Довженко, 1943-1956)]"
"1297"	"ukr"	" До Олесі підійшов один з останніх бійців танкіст Василь Кравчина аж з-під Кам'янця Подільського і пожадливо припав до відра Був він"	"добрий"	" кремезний юнак Одежа вся в пилу і поті"	"[Олександр Довженко. Україна в огні (1943) | Александр Довженко. Украина в огне (Александр Довженко, 1943-1956)]"
"1298"	"rus"	" К Олесе подошел один из последних бойцов танкист Василь Кравчина из-под самого Каменца и жадно припал к ведру [...] Одежда в пыли"	""	""	"[Олександр Довженко. Україна в огні (1943) | Александр Довженко. Украина в огне (Александр Довженко, 1943-1956)]"
"1299"	"ukr"	" Не знаємо де він чорт би його душу забрав нехай Ідіть"	"доганяйте"	" Мости тату зірвані"	"[Олександр Довженко. Україна в огні (1943) | Александр Довженко. Украина в огне (Александр Довженко, 1943-1956)]"
"1300"	"rus"	" Не знаем где он черт бы его душу забрал Нехай Идите догоняйте Мосты тату взорваны"	""	""	"[Олександр Довженко. Україна в огні (1943) | Александр Довженко. Украина в огне (Александр Довженко, 1943-1956)]"
"1301"	"ukr"	" Обережно відчиняють хатні двері"	"Дозвольте"	" ферцайєн біте можна П'ють молоко"	"[Олександр Довженко. Україна в огні (1943) | Александр Довженко. Украина в огне (Александр Довженко, 1943-1956)]"
"1302"	"rus"	" Осторожно открывают дверь в хату Позвольте Ферцайен бите можно Пьют молоко"	""	""	"[Олександр Довженко. Україна в огні (1943) | Александр Довженко. Украина в огне (Александр Довженко, 1943-1956)]"
"1303"	"ukr"	""	"Допивши"	" молоко він витяг з кишені револьвер і між іншим застрілив небогу"	"[Олександр Довженко. Україна в огні (1943) | Александр Довженко. Украина в огне (Александр Довженко, 1943-1956)]"
"1304"	"rus"	" Допив молоко он вынул из кармана револьвер и между прочим застрелил беднягу"	""	""	"[Олександр Довженко. Україна в огні (1943) | Александр Довженко. Украина в огне (Александр Довженко, 1943-1956)]"
"1305"	"ukr"	" А видумуєте крутнув з"	"досади"	" менший син Павло і вискочив з сіней"	"[Олександр Довженко. Україна в огні (1943) | Александр Довженко. Украина в огне (Александр Довженко, 1943-1956)]"
"1306"	"rus"	" А выдумывайте мотнул с досады головой дезертир Павло и выскочил из сеней"	""	""	"[Олександр Довженко. Україна в огні (1943) | Александр Довженко. Украина в огне (Александр Довженко, 1943-1956)]"
"1307"	"ukr"	" Вони вибухали в тевтонських грудях і роздирали горлянки грізними криками Крики"	"доходили"	" до стогону й хрипу Пристрасне вояцтво вигавкувало своє захоплення в такому динамічному пароксизмі що великий реконструктор Східної Європи Еріх Кох скоро потонув у вигуках"	"[Олександр Довженко. Україна в огні (1943) | Александр Довженко. Украина в огне (Александр Довженко, 1943-1956)]"
"1308"	"rus"	" Они взрывались в тевтонских грудях и раздирали горло грозными криками Крики доходили до стона и хрипа Страстное немецкое воинство выгавкивало свой восторг в таком динамичном пароксизме что великий реконструктор Восточной Европы Эрих Кох утонул в крике"	""	""	"[Олександр Довженко. Україна в огні (1943) | Александр Довженко. Украина в огне (Александр Довженко, 1943-1956)]"
"1309"	"ukr"	" Так що ж його робити дядьку"	"Доганяйте"	" армію Біжіть може ще не пізно"	"[Олександр Довженко. Україна в огні (1943) | Александр Довженко. Украина в огне (Александр Довженко, 1943-1956)]"
"1310"	"rus"	" Так что ж его делать Догоняйте армию Может не поздно еще"	""	""	"[Олександр Довженко. Україна в огні (1943) | Александр Довженко. Украина в огне (Александр Довженко, 1943-1956)]"
"1311"	"ukr"	" Видно щось сильно його мучило щось хотілось йому"	"додумати"	" до кінця"	"[Олександр Довженко. Ніч перед боєм (1942) | Александр Довженко. Ночь перед боем (Александр Довженко, 1942)]"
"1312"	"rus"	" Видно его что-то мучало что-то хотелось ему додумать до конца"	""	""	"[Олександр Довженко. Ніч перед боєм (1942) | Александр Довженко. Ночь перед боем (Александр Довженко, 1942)]"
"1313"	"ukr"	" А ці думають урятуватися а воно мабуть вийде на те що харкатимуть кров'ю довго Це ж усе"	"доведеться"	" забирать назад А підхопив Платон і гребонув веслом з усієї сили три рази"	"[Олександр Довженко. Ніч перед боєм (1942) | Александр Довженко. Ночь перед боем (Александр Довженко, 1942)]"
"1314"	"rus"	" А ци думают спастись а оно гляди выйдет на то что долго будут харкать кровью Это же все доведется забирать назад А доведется подхватил Платон и со всей силы гребнул веслом три раза"	""	""	"[Олександр Довженко. Ніч перед боєм (1942) | Александр Довженко. Ночь перед боем (Александр Довженко, 1942)]"
"1315"	"ukr"	" А"	"доведеться"	" підхопив Платон і гребонув веслом з усієї сили три рази"	"[Олександр Довженко. Ніч перед боєм (1942) | Александр Довженко. Ночь перед боем (Александр Довженко, 1942)]"
"1316"	"rus"	" А доведется подхватил Платон и со всей силы гребнул веслом три раза"	""	""	"[Олександр Довженко. Ніч перед боєм (1942) | Александр Довженко. Ночь перед боем (Александр Довженко, 1942)]"
"1317"	"ukr"	" Шутка сказать скільки землі"	"доведеться"	" одбирати назад"	"[Олександр Довженко. Ніч перед боєм (1942) | Александр Довженко. Ночь перед боем (Александр Довженко, 1942)]"
"1318"	"rus"	" Шутка сказать сколько земли надо отбирать назад"	""	""	"[Олександр Довженко. Ніч перед боєм (1942) | Александр Довженко. Ночь перед боем (Александр Довженко, 1942)]"
"1319"	"ukr"	" Все одно вам же"	"доведеться"	" її розбивати не мені"	"[Олександр Довженко. Ніч перед боєм (1942) | Александр Довженко. Ночь перед боем (Александр Довженко, 1942)]"
"1320"	"rus"	" Все равно вам же придется их разбивать не мне"	""	""	"[Олександр Довженко. Ніч перед боєм (1942) | Александр Довженко. Ночь перед боем (Александр Довженко, 1942)]"
"1321"	"ukr"	" Простіть нас що не"	"доглянули"	" вашу старість сказав я задихаючись"	"[Олександр Довженко. Ніч перед боєм (1942) | Александр Довженко. Ночь перед боем (Александр Довженко, 1942)]"
"1322"	"rus"	" Простите нас что не уберегли вашу старость сказал я задыхаясь"	""	""	"[Олександр Довженко. Ніч перед боєм (1942) | Александр Довженко. Ночь перед боем (Александр Довженко, 1942)]"
"1323"	"ukr"	" Я тобі"	"допоможу"	" сказала зелена жабка підожди мене тут"	"[Микола Трублаїні. Про дівчинку Наталочку і сріблясту рибку (1940) | Николай Трублаини. О девочке Наташеньке и серебристой рыбке]"
"1324"	"rus"	" Я тебе помогу сказала зелёная лягушка подожди меня здесь"	""	""	"[Микола Трублаїні. Про дівчинку Наталочку і сріблясту рибку (1940) | Николай Трублаини. О девочке Наташеньке и серебристой рыбке]"
"1325"	"ukr"	" Розповіла жабка горобчикові про біду рибки сріблястої Попросила вона"	"допомогти"	" дістати черевички Полетів тоді горобчик молодчик у садок де гуляла маленька дівчинка Наталочка"	"[Микола Трублаїні. Про дівчинку Наталочку і сріблясту рибку (1940) | Николай Трублаини. О девочке Наташеньке и серебристой рыбке]"
